dimension1	dimension1 (2)	dimension2	medida
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0144 Cría de ovejas y cabras.	10 Imbabura	nan
Agricultura, ganadería, silvicultura y pesca	A0142 Cría de caballos y otros equinos.	10 Imbabura	nan
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0130 Propagación de plantas.	10 Imbabura	175,203
Agricultura, ganadería, silvicultura y pesca	A0129 Cultivo de otras plantas perennes.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	10 Imbabura	167,929
Agricultura, ganadería, silvicultura y pesca	A0126 Cultivo de frutos oleaginosos.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0124 Cultivo de frutas con hueso y con pepa.	10 Imbabura	nan
Agricultura, ganadería, silvicultura y pesca	A0123 Cultivo de cítricos.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0121 Cultivo de uvas.	10 Imbabura	nan
Agricultura, ganadería, silvicultura y pesca	A0119 Cultivo de otras plantas no perennes.	10 Imbabura	48239,752
Agricultura, ganadería, silvicultura y pesca	A0116 Cultivo de plantas de fibras.	10 Imbabura	nan
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	10 Imbabura	1939,992
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	10 Imbabura	0
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	11 Loja	nan
Agricultura, ganadería, silvicultura y pesca	A0321 Acuicultura marina.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0240 Servicios de apoyo a la silvicultura.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0162 Actividades de apoyo a la ganadería.	11 Loja	nan
Agricultura, ganadería, silvicultura y pesca	A0161 Actividades de apoyo a la agricultura.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0144 Cría de ovejas y cabras.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0143 Cría de camellos y otros camélidos.	11 Loja	nan
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0130 Propagación de plantas.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0126 Cultivo de frutos oleaginosos.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0124 Cultivo de frutas con hueso y con pepa.	11 Loja	nan
Agricultura, ganadería, silvicultura y pesca	A0123 Cultivo de cítricos.	11 Loja	nan
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0119 Cultivo de otras plantas no perennes.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0112 Cultivo de arroz.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	11 Loja	0
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0321 Acuicultura marina.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0312 Pesca de agua dulce.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0311 Pesca marina.	12 Los Ríos	nan
Agricultura, ganadería, silvicultura y pesca	A0240 Servicios de apoyo a la silvicultura.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0220 Extracción de madera.	12 Los Ríos	11915,26
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	12 Los Ríos	5320,876
Agricultura, ganadería, silvicultura y pesca	A0164 Tratamiento de semillas para propagación.	12 Los Ríos	14164,168
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0162 Actividades de apoyo a la ganadería.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0161 Actividades de apoyo a la agricultura.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	12 Los Ríos	534,03
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0130 Propagación de plantas.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0129 Cultivo de otras plantas perennes.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0126 Cultivo de frutos oleaginosos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0123 Cultivo de cítricos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	12 Los Ríos	40550,733
Agricultura, ganadería, silvicultura y pesca	A0116 Cultivo de plantas de fibras.	12 Los Ríos	nan
Agricultura, ganadería, silvicultura y pesca	A0115 Cultivo de tabaco.	12 Los Ríos	17024,109
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0112 Cultivo de arroz.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	12 Los Ríos	0
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0321 Acuicultura marina.	13 Manabí	10346,944
Agricultura, ganadería, silvicultura y pesca	A0312 Pesca de agua dulce.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0311 Pesca marina.	13 Manabí	79772,617
Agricultura, ganadería, silvicultura y pesca	A0240 Servicios de apoyo a la silvicultura.	13 Manabí	276,179
Agricultura, ganadería, silvicultura y pesca	A0220 Extracción de madera.	13 Manabí	1129,506
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	13 Manabí	234,598
Agricultura, ganadería, silvicultura y pesca	A0164 Tratamiento de semillas para propagación.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0162 Actividades de apoyo a la ganadería.	13 Manabí	nan
Agricultura, ganadería, silvicultura y pesca	A0161 Actividades de apoyo a la agricultura.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0130 Propagación de plantas.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0129 Cultivo de otras plantas perennes.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	13 Manabí	1700,713
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0126 Cultivo de frutos oleaginosos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0123 Cultivo de cítricos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	13 Manabí	23350,294
Agricultura, ganadería, silvicultura y pesca	A0119 Cultivo de otras plantas no perennes.	13 Manabí	nan
Agricultura, ganadería, silvicultura y pesca	A0116 Cultivo de plantas de fibras.	13 Manabí	nan
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0112 Cultivo de arroz.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	13 Manabí	0
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0312 Pesca de agua dulce.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	14 Morona Santiago	2488,743
Agricultura, ganadería, silvicultura y pesca	A0123 Cultivo de cítricos.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	14 Morona Santiago	614,539
Agricultura, ganadería, silvicultura y pesca	A0121 Cultivo de uvas.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	14 Morona Santiago	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	14 Morona Santiago	nan
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0312 Pesca de agua dulce.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0220 Extracción de madera.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0161 Actividades de apoyo a la agricultura.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	15 Napo	0,006
Agricultura, ganadería, silvicultura y pesca	A0149 Cría de otros animales.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0130 Propagación de plantas.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0128 Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0121 Cultivo de uvas.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0116 Cultivo de plantas de fibras.	15 Napo	nan
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	15 Napo	0
Agricultura, ganadería, silvicultura y pesca	A0322 Acuicultura de agua dulce.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0312 Pesca de agua dulce.	16 Pastaza	nan
Agricultura, ganadería, silvicultura y pesca	A0220 Extracción de madera.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0210 Silvicultura y otras actividades forestales.	16 Pastaza	nan
Agricultura, ganadería, silvicultura y pesca	A0163 Actividades poscosecha.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0162 Actividades de apoyo a la ganadería.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0150 Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta).	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0146 Cría de aves de corral.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0145 Cría de cerdos.	16 Pastaza	nan
Agricultura, ganadería, silvicultura y pesca	A0141 Cría de ganado bovino y búfalos.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0127 Cultivo de plantas con las que se preparan bebidas.	16 Pastaza	nan
Agricultura, ganadería, silvicultura y pesca	A0126 Cultivo de frutos oleaginosos.	16 Pastaza	nan
Agricultura, ganadería, silvicultura y pesca	A0125 Cultivo de otros frutos y nueces de árboles y arbustos.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0122 Cultivo de frutas tropicales y subtropicales.	16 Pastaza	436,358
Agricultura, ganadería, silvicultura y pesca	A0114 Cultivo de caña de azúcar.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0113 Cultivo de hortalizas y melones, raíces y tubérculos.	16 Pastaza	0
Agricultura, ganadería, silvicultura y pesca	A0111 Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.	16 Pastaza	nan
